ID,Format name,Extension,"Import support
(for trans_:
  =run the tr.)","Export support
(for trans_:
  =reverse the
    tr.)",Tests,"Type
(blank=normal)",Label,"Variant Types
(comma-
  delimited)","Comments. The “Format name” is an ID, and should conform to StageL ident naming.
Import/export/tests support columns meaning:
   -1=N/A
   blank/0=none
   1=WIP
   2=mostly, or fully for at least one version of a format with options
   3=fully implemented for semantic content (and tests for variation in non-semantic details of the structure of the doc being imported)
   4=lossless and roundtrippable (with enough info for unambiguous bit-for-bit reconstruction of any given input)
   5=4+optional strict validation."
274,,,,,,,,,
275,,,,,,,,,
276,,,,,,,,,
277,,,,,,,,,
278,,,,,,,,,
279,,,,,,,,,
280,,,,,,,,,
281,,,,,,,,,
282,,,,,,,,,
283,,,,,,,,,
284,,,,,,,,,
285,,,,,,,,,
286,,,,,,,,,
287,,,,,,,,,
